bank,d,tt_buy,tt_sell,n_buy,n_sell,mid
cbsl,2026-06-22,329.3058,339.0659,,,
cbsl,2026-06-23,329.6534,339.4956,,,
cbsl,2026-06-24,330.3515,340.0685,,,
cbsl,2026-06-25,332.3416,342.0372,,,
cbsl,2026-06-26,332.2217,341.8794,,,
cbsl,2026-06-30,331.6619,341.3051,,,
cbsl,2026-07-01,331.5503,341.0913,,,
cbsl,2026-07-02,331.587,341.0964,,,
cbsl,2026-07-03,330.9695,340.4482,,,
cbsl,2026-07-06,330.3999,339.8836,,,
cbsl,2026-07-07,330.053,339.5963,,,
cbsl,2026-07-08,330.2889,339.7382,,,
cbsl,2026-07-09,331.3476,340.8686,,,
cbsl,2026-07-10,331.1067,340.7016,,,
cbsl,2026-07-13,331.0454,340.4816,,,
cbsl,2026-07-14,331.5082,340.9227,,,
cbsl,2026-07-15,331.6264,340.9886,,,
cbsl,2026-07-16,331.6711,341.0835,,,
cbsl,2026-07-17,331.4266,340.7885,,,
cbsl,2026-07-20,331.5003,340.9069,,,
cbsl,2026-07-21,331.5606,340.9492,,,
cbsl,2026-07-22,331.7866,341.0442,,,
cbsl,2026-07-23,331.6477,340.8782,,,
cbsl,2026-07-24,331.6265,340.7938,,,
cbsl,2026-07-27,331.6659,340.8334,,,
cbsl,2026-07-28,331.5976,340.7122,,,
cbsl,2026-07-30,331.482,340.5936,,,
cbsl,2026-07-31,331.206,340.3301,,,
cbsl,2026-08-03,331.1353,340.2587,,,
cbsl,2026-08-04,331.1455,340.2116,,,
cbsl,2026-08-05,331.0851,340.1378,,,
cbsl,2026-08-06,330.938,340.0296,,,
cbsl,2026-08-07,331.0154,340.1598,,,
cbsl,2026-08-10,330.883,339.9478,,,
cbsl,2026-08-11,330.3351,339.582,,,
cbsl,2026-08-12,329.9453,339.0332,,,
cbsl,2026-08-13,329.4317,338.5788,,,
cbsl,2026-08-14,329.0389,337.9922,,,
cbsl,2026-08-17,328.2796,337.3489,,,
cbsl,2026-08-18,327.405,336.484,,,
cbsl,2026-08-19,327.4104,336.4891,,,
cbsl,2026-08-20,326.0526,335.0074,,,
cbsl,2026-08-21,325.1086,334.2331,,,
cbsl,2026-08-24,324.5454,333.5962,,,
cbsl,2026-08-25,324.0793,333.1728,,,
cbsl,2026-08-28,323.5157,332.6643,,,
cbsl,2026-08-31,323.4208,332.4895,,,
boc,2026-09-18,327.2,336.2,327.2,336.2,
cbsl,2026-09-18,,,,,332.1338
combank,2026-09-18,326,334,324.09,334,
dfcc,2026-09-18,325.75,335.25,324.5,336.5,
ndb,2026-09-18,327,336,327,336,
nsb,2026-09-18,327.5,335.5,324,336.5,
ntb,2026-09-18,325.01,335.99,322.58,335.99,
peoples,2026-09-18,327.1541,334.7966,326.9251,335.0309,
sampath,2026-09-18,326.25,334.25,326,,
seylan,2026-09-18,328.15,335.15,327.4,336.65,
