bank,d,tt_buy,tt_sell,n_buy,n_sell,mid
cbsl,2019-05-21,173.8575,177.8065,,,
cbsl,2019-05-22,174.1366,178.087,,,
cbsl,2019-05-23,174.6257,178.5775,,,
cbsl,2019-05-24,174.2863,178.2372,,,
cbsl,2019-05-27,174.2664,178.2171,,,
cbsl,2019-05-28,174.1769,178.1268,,,
cbsl,2019-05-29,174.1666,178.117,,,
cbsl,2019-05-30,174.1866,178.137,,,
cbsl,2019-05-31,174.3163,178.2672,,,
cbsl,2019-06-03,174.3863,178.3372,,,
cbsl,2019-06-04,174.396,178.3473,,,
cbsl,2019-06-06,174.4062,178.3572,,,
cbsl,2019-06-07,174.3264,178.2771,,,
cbsl,2019-06-10,174.3663,178.3172,,,
cbsl,2019-06-11,174.3464,178.2971,,,
cbsl,2019-06-12,174.3763,178.3272,,,
cbsl,2019-06-13,174.4062,178.3572,,,
cbsl,2019-06-14,174.5059,178.4574,,,
cbsl,2019-06-17,174.6856,178.6376,,,
cbsl,2019-06-18,174.6854,178.6377,,,
cbsl,2019-06-19,174.7954,178.5477,,,
cbsl,2019-06-20,174.7458,178.4975,,,
cbsl,2019-06-21,174.7657,178.5175,,,
cbsl,2019-06-24,174.7557,178.5075,,,
cbsl,2019-06-25,174.5363,178.2872,,,
cbsl,2019-06-26,174.4664,178.2171,,,
cbsl,2019-06-27,174.516,178.2673,,,
cbsl,2019-06-28,174.6059,178.3574,,,
cbsl,2019-07-01,174.5159,178.2674,,,
cbsl,2019-07-02,174.3168,178.0669,,,
cbsl,2019-07-03,174.3166,178.067,,,
cbsl,2019-07-04,174.1072,177.8566,,,
cbsl,2019-07-05,174.1171,177.8667,,,
cbsl,2019-07-08,174.1371,177.8867,,,
cbsl,2019-07-09,174.1371,177.7867,,,
cbsl,2019-07-10,173.8081,177.4561,,,
cbsl,2019-07-11,173.6684,177.3159,,,
cbsl,2019-07-12,173.5688,177.2157,,,
cbsl,2019-07-15,173.5887,177.2358,,,
cbsl,2019-07-17,173.7382,177.3861,,,
cbsl,2019-07-18,173.7283,177.376,,,
cbsl,2019-07-19,173.7581,177.4061,,,
cbsl,2019-07-22,173.818,177.4662,,,
cbsl,2019-07-23,173.9476,177.5964,,,
cbsl,2019-07-24,174.0574,177.7065,,,
cbsl,2019-07-25,174.2469,177.8968,,,
cbsl,2019-07-26,174.247,177.8968,,,
cbsl,2019-07-29,174.247,177.8968,,,
cbsl,2019-07-30,174.257,177.9068,,,
cbsl,2019-07-31,174.3269,177.9768,,,
cbsl,2019-08-01,174.4068,178.0569,,,
cbsl,2019-08-02,174.5862,178.2372,,,
cbsl,2019-08-05,174.6559,178.3074,,,
cbsl,2019-08-06,174.9852,178.6378,,,
cbsl,2019-08-07,175.5736,179.2287,,,
cbsl,2019-08-08,175.534,179.1885,,,
cbsl,2019-08-09,175.0151,178.6679,,,
cbsl,2019-08-13,174.9454,178.5977,,,
cbsl,2019-08-15,174.9952,178.6478,,,
cbsl,2019-08-16,175.1447,178.7981,,,
cbsl,2019-08-19,175.1946,178.8482,,,
cbsl,2019-08-20,175.4839,179.1386,,,
cbsl,2019-08-21,175.9657,179.6867,,,
cbsl,2019-08-22,176.8104,180.4706,,,
cbsl,2019-08-23,177.5785,181.2417,,,
cbsl,2019-08-26,177.8078,181.4721,,,
cbsl,2019-08-27,177.6784,181.3418,,,
cbsl,2019-08-28,177.7982,181.4619,,,
cbsl,2019-08-29,178.4868,182.1527,,,
cbsl,2019-08-30,178.4366,182.1028,,,
cbsl,2019-09-02,177.3497,181.011,,,
cbsl,2019-09-03,177.8982,181.5619,,,
cbsl,2019-09-04,178.3168,181.9827,,,
cbsl,2019-09-05,178.5063,182.173,,,
cbsl,2019-09-06,178.716,182.3832,,,
cbsl,2019-09-09,178.8357,182.5033,,,
cbsl,2019-09-10,178.5166,182.1828,,,
cbsl,2019-09-11,178.4369,182.1026,,,
cbsl,2019-09-12,178.4069,182.0726,,,
cbsl,2019-09-16,178.4069,182.0726,,,
cbsl,2019-09-17,178.5167,182.1828,,,
cbsl,2019-09-18,178.6163,182.283,,,
cbsl,2019-09-19,178.786,182.4532,,,
cbsl,2019-09-20,178.9654,182.6335,,,
cbsl,2019-09-23,179.125,182.7938,,,
cbsl,2019-09-24,179.4742,183.1442,,,
cbsl,2019-09-25,179.245,182.9138,,,
cbsl,2019-09-26,179.6239,183.2944,,,
cbsl,2019-09-27,179.8733,183.5447,,,
cbsl,2019-09-30,179.8933,183.5647,,,
cbsl,2019-10-02,180.3622,184.0354,,,
cbsl,2019-10-03,179.8833,183.5547,,,
cbsl,2019-10-04,179.544,183.2143,,,
cbsl,2019-10-07,179.4045,183.074,,,
cbsl,2019-10-08,178.9057,182.5733,,,
cbsl,2019-10-09,178.4768,182.1427,,,
cbsl,2019-10-10,178.5566,182.2228,,,
cbsl,2019-10-11,178.6062,182.2731,,,
cbsl,2019-10-14,178.6863,182.353,,,
cbsl,2019-10-15,179.0654,182.7335,,,
cbsl,2019-10-16,179.8932,183.5648,,,
cbsl,2019-10-17,179.8933,183.5647,,,
cbsl,2019-10-18,179.983,183.6549,,,
cbsl,2019-10-21,179.9731,183.6449,,,
cbsl,2019-10-22,179.7837,183.4545,,,
cbsl,2019-10-23,179.6339,183.3044,,,
cbsl,2019-10-24,179.4246,183.094,,,
cbsl,2019-10-25,179.3149,182.9838,,,
cbsl,2019-10-28,179.4245,183.094,,,
cbsl,2019-10-29,179.5143,183.1842,,,
cbsl,2019-10-30,179.5942,183.2642,,,
cbsl,2019-10-31,179.6051,183.3179,,,
cbsl,2019-11-01,179.3149,182.9838,,,
cbsl,2019-11-04,179.1951,182.8637,,,
cbsl,2019-11-05,178.5066,182.1728,,,
cbsl,2019-11-06,178.407,182.0726,,,
cbsl,2019-11-07,178.8061,182.4731,,,
cbsl,2019-11-08,178.8258,182.4933,,,
cbsl,2019-11-13,178.6266,182.2928,,,
cbsl,2019-11-14,178.4372,182.1025,,,
cbsl,2019-11-15,178.4469,182.1126,,,
cbsl,2019-11-18,178.0072,181.6725,,,
cbsl,2019-11-19,177.629,181.2914,,,
cbsl,2019-11-20,177.4094,181.0712,,,
cbsl,2019-11-21,177.3996,181.0611,,,
cbsl,2019-11-22,177.7086,181.3717,,,
cbsl,2019-11-25,178.0975,181.7623,,,
cbsl,2019-11-26,178.8857,182.5533,,,
cbsl,2019-11-27,179.5937,183.2645,,,
cbsl,2019-11-28,178.9256,182.5934,,,
cbsl,2019-11-29,178.7462,182.4131,,,
cbsl,2019-12-02,178.9357,182.6033,,,
cbsl,2019-12-03,179.225,182.8938,,,
cbsl,2019-12-04,179.5443,183.2142,,,
cbsl,2019-12-05,179.3546,183.024,,,
cbsl,2019-12-06,179.5242,183.1942,,,
cbsl,2019-12-09,179.315,182.9838,,,
cbsl,2019-12-10,179.3349,183.0038,,,
cbsl,2019-12-12,179.1852,182.8536,,,
cbsl,2019-12-13,178.8958,182.5633,,,
cbsl,2019-12-16,179.1451,182.8137,,,
cbsl,2019-12-17,179.1749,182.8438,,,
cbsl,2019-12-18,179.1452,182.8136,,,
cbsl,2019-12-19,179.175,182.8438,,,
cbsl,2019-12-20,179.3745,183.144,,,
cbsl,2019-12-23,179.1452,182.8136,,,
cbsl,2019-12-24,179.3248,182.9939,,,
cbsl,2019-12-26,179.3445,183.014,,,
cbsl,2019-12-27,179.3945,183.064,,,
cbsl,2019-12-30,179.5443,183.2142,,,
cbsl,2019-12-31,179.6638,183.3345,,,
cbsl,2020-01-01,179.4845,183.154,,,
cbsl,2020-01-02,179.245,182.9138,,,
cbsl,2020-01-03,179.3145,183.084,,,
cbsl,2020-01-06,179.3748,183.0439,,,
cbsl,2020-01-07,179.3846,183.054,,,
cbsl,2020-01-08,179.3748,183.0439,,,
cbsl,2020-01-09,179.6836,183.3546,,,
cbsl,2020-01-13,179.4148,183.0839,,,
cbsl,2020-01-14,179.5642,183.2342,,,
cbsl,2020-01-16,179.5942,183.2642,,,
cbsl,2020-01-17,179.3749,183.0438,,,
cbsl,2020-01-20,179.3749,183.0438,,,
cbsl,2020-01-21,179.3948,183.0639,,,
cbsl,2020-01-22,179.5071,183.1766,,,
cbsl,2020-01-23,179.557,183.2267,,,
cbsl,2020-01-24,179.6068,183.2769,,,
cbsl,2020-01-27,179.6468,183.3169,,,
cbsl,2020-01-28,179.6767,183.347,,,
cbsl,2020-01-29,179.6668,183.3369,,,
cbsl,2020-01-30,179.637,183.3067,,,
cbsl,2020-01-31,179.6369,183.3068,,,
cbsl,2020-02-03,179.577,183.2467,,,
cbsl,2020-02-05,179.597,183.2667,,,
cbsl,2020-02-06,179.5471,183.2166,,,
cbsl,2020-02-07,179.5272,183.1965,,,
cbsl,2020-02-10,179.557,183.2267,,,
cbsl,2020-02-11,179.5371,183.2066,,,
cbsl,2020-02-12,179.557,183.2267,,,
cbsl,2020-02-13,179.5771,183.2466,,,
cbsl,2020-02-14,179.5671,183.2366,,,
cbsl,2020-02-17,179.5969,183.2668,,,
cbsl,2020-02-18,179.6568,183.3269,,,
cbsl,2020-02-19,179.7266,183.3971,,,
cbsl,2020-02-20,180.0159,183.6877,,,
cbsl,2020-02-24,179.7367,183.407,,,
cbsl,2020-02-25,179.8264,183.4972,,,
cbsl,2020-02-26,179.8165,183.4872,,,
cbsl,2020-02-27,179.8266,183.4971,,,
cbsl,2020-02-28,179.9662,183.6374,,,
cbsl,2020-03-02,180.0062,183.6774,,,
cbsl,2020-03-03,180.1558,183.8278,,,
cbsl,2020-03-04,180.2057,183.8779,,,
cbsl,2020-03-05,180.1759,183.8477,,,
cbsl,2020-03-06,180.0161,183.6875,,,
cbsl,2020-03-10,180.096,183.7676,,,
cbsl,2020-03-11,180.6547,184.3288,,,
cbsl,2020-03-12,180.6847,184.3588,,,
cbsl,2020-03-13,181.2135,185.0899,,,
cbsl,2020-03-17,182.5795,186.6635,,,
cbsl,2020-03-18,183.149,187.2339,,,
cbsl,2020-03-19,184.117,188.2057,,,
cbsl,2020-03-20,185.385,189.8775,,,
cbsl,2020-03-24,185.9354,190.6188,,,
cbsl,2020-03-27,187.103,191.9902,,,
cbsl,2020-03-30,187.4091,192.5025,,,
cbsl,2020-03-31,187.3584,192.453,,,
cbsl,2020-04-01,187.5584,192.653,,,
cbsl,2020-04-02,187.7084,192.803,,,
cbsl,2020-04-03,188.5584,193.753,,,
cbsl,2020-04-06,193.3598,199.4042,,,
cbsl,2020-04-08,193.9572,200.4652,,,
cbsl,2020-04-09,194.2034,200.474,,,
cbsl,2020-04-15,188.5124,195.7834,,,
cbsl,2020-04-16,189.3356,195.5796,,,
cbsl,2020-04-17,188.4656,195.4796,,,
cbsl,2020-04-20,189.6324,196.6534,,,
cbsl,2020-04-21,190.1895,197.2168,,,
cbsl,2020-04-22,190.78,197.85,,,
cbsl,2020-04-23,191.7,198.2,,,
cbsl,2020-04-24,190.6982,197.6483,,,
cbsl,2020-04-27,189.69,196.07,,,
cbsl,2020-04-28,190.45,196.05,,,
cbsl,2020-04-29,189.81,195.89,,,
cbsl,2020-04-30,190.42,195.82,,,
cbsl,2020-05-04,188.3788,194.1158,,,
cbsl,2020-05-05,185.81,191.71,,,
cbsl,2020-05-06,186.54,191.5,,,
cbsl,2020-05-11,184.36,190.16,,,
cbsl,2020-05-12,184.63,190.12,,,
cbsl,2020-05-13,184.54,190.34,,,
cbsl,2020-05-14,185.14,190.34,,,
cbsl,2020-05-15,184.89,189.99,,,
cbsl,2020-05-18,184.74,189.94,,,
cbsl,2020-05-19,184.63,189.73,,,
cbsl,2020-05-20,184.5,189.6,,,
cbsl,2020-05-21,184.15,189.25,,,
cbsl,2020-05-22,183.81,188.81,,,
cbsl,2020-05-26,183.16,188.06,,,
cbsl,2020-05-27,183.3,188.4,,,
cbsl,2020-05-28,183.51,188.61,,,
cbsl,2020-05-29,183.52,188.62,,,
cbsl,2020-06-01,183.51,188.61,,,
cbsl,2020-06-02,183.42,188.42,,,
cbsl,2020-06-03,183.37,188.27,,,
cbsl,2020-06-04,183.27,188.07,,,
cbsl,2020-06-08,182.86,187.86,,,
cbsl,2020-06-09,182.6,187.6,,,
cbsl,2020-06-10,182.5,187.5,,,
cbsl,2020-06-11,182.55,187.55,,,
cbsl,2020-06-12,182.64,187.64,,,
cbsl,2020-06-15,182.74,187.74,,,
cbsl,2020-06-16,183.32,188.22,,,
cbsl,2020-06-17,183.61,188.41,,,
cbsl,2020-06-18,184.02,188.72,,,
cbsl,2020-06-19,184.08,188.78,,,
cbsl,2020-06-22,184.2,188.8,,,
cbsl,2020-06-23,184.12,188.82,,,
cbsl,2020-06-24,184.1,188.8,,,
cbsl,2020-06-25,184.13,188.83,,,
cbsl,2020-06-26,183.76,188.46,,,
cbsl,2020-06-29,183.78,188.48,,,
cbsl,2020-06-30,183.81,188.51,,,
cbsl,2020-07-01,183.79,188.49,,,
cbsl,2020-07-02,183.71,188.41,,,
cbsl,2020-07-03,183.68,188.38,,,
cbsl,2020-07-06,183.58,188.18,,,
cbsl,2020-07-07,183.53,188.13,,,
cbsl,2020-07-08,183.55,188.15,,,
cbsl,2020-07-09,183.48,188.08,,,
cbsl,2020-07-10,183.5,188.1,,,
cbsl,2020-07-13,183.5,188.1,,,
cbsl,2020-07-14,183.52,188.12,,,
cbsl,2020-07-15,183.53,188.13,,,
cbsl,2020-07-16,183.54,188.14,,,
cbsl,2020-07-17,183.49,188.09,,,
cbsl,2020-07-20,183.48,188.08,,,
cbsl,2020-07-21,183.53,188.03,,,
cbsl,2020-07-22,183.54,188.04,,,
cbsl,2020-07-23,183.54,188.04,,,
cbsl,2020-07-24,183.52,188.02,,,
cbsl,2020-07-27,183.52,188.02,,,
cbsl,2020-07-28,183.51,188.01,,,
cbsl,2020-07-29,183.5,188,,,
cbsl,2020-07-30,183.45,187.95,,,
cbsl,2020-07-31,183.36,187.86,,,
cbsl,2020-08-04,183.38,187.85,,,
cbsl,2020-08-05,183.26,187.76,,,
cbsl,2020-08-06,183.23,187.73,,,
cbsl,2020-08-07,183.13,187.63,,,
cbsl,2020-08-10,182.98,187.48,,,
cbsl,2020-08-11,182.36,186.86,,,
cbsl,2020-08-12,181.84,186.14,,,
cbsl,2020-08-13,180.84,185.04,,,
cbsl,2020-08-14,180.77,185.07,,,
cbsl,2020-08-17,181.05,185.45,,,
cbsl,2020-08-18,181.49,185.79,,,
cbsl,2020-08-19,182.14,186.44,,,
cbsl,2020-08-20,183.68,188.48,,,
cbsl,2020-08-21,182.39,186.79,,,
cbsl,2020-08-24,182.32,186.72,,,
cbsl,2020-08-25,182.65,187.25,,,
cbsl,2020-08-26,184.23,188.53,,,
cbsl,2020-08-27,184.08,188.48,,,
cbsl,2020-08-28,183.78,188.18,,,
cbsl,2020-08-31,184.09,188.49,,,
cbsl,2020-09-02,183.83,188.13,,,
cbsl,2020-09-03,183.07,187.47,,,
cbsl,2020-09-04,183.04,187.44,,,
cbsl,2020-09-07,183,187.3,,,
cbsl,2020-09-08,182.44,186.84,,,
cbsl,2020-09-09,182.1,186.5,,,
cbsl,2020-09-10,182.16,186.56,,,
cbsl,2020-09-11,182.42,186.82,,,
cbsl,2020-09-14,182.21,186.61,,,
cbsl,2020-09-15,182.14,186.54,,,
cbsl,2020-09-16,182.21,186.61,,,
cbsl,2020-09-17,182.72,187.12,,,
cbsl,2020-09-18,182.82,187.18,,,
cbsl,2020-09-21,183.22,187.58,,,
cbsl,2020-09-22,183.18,187.54,,,
cbsl,2020-09-23,182.97,187.33,,,
cbsl,2020-09-24,182.83,187.13,,,
cbsl,2020-09-25,182.94,187.3,,,
cbsl,2020-09-28,183.08,187.4,,,
cbsl,2020-09-29,183.18,187.5,,,
cbsl,2020-09-30,183,187.32,,,
cbsl,2020-10-02,182.89,187.21,,,
cbsl,2020-10-05,182.43,186.75,,,
cbsl,2020-10-06,182.51,186.81,,,
cbsl,2020-10-07,182.43,186.75,,,
cbsl,2020-10-08,182.17,186.49,,,
cbsl,2020-10-09,182.02,186.34,,,
cbsl,2020-10-12,182.03,186.35,,,
cbsl,2020-10-13,182.03,186.35,,,
cbsl,2020-10-14,182.14,186.46,,,
cbsl,2020-10-15,182.58,186.88,,,
cbsl,2020-10-16,182.38,186.7,,,
cbsl,2020-10-19,182.1,186.42,,,
cbsl,2020-10-20,182.16,186.48,,,
cbsl,2020-10-21,182.34,186.66,,,
cbsl,2020-10-22,182.14,186.44,,,
cbsl,2020-10-23,182.19,186.49,,,
cbsl,2020-10-26,182.1,186.4,,,
cbsl,2020-10-27,182.16,186.46,,,
cbsl,2020-10-28,182.14,186.46,,,
cbsl,2020-10-29,182.13,186.45,,,
cbsl,2020-11-02,182.12,186.44,,,
cbsl,2020-11-03,182.29,186.61,,,
cbsl,2020-11-04,182.25,186.55,,,
cbsl,2020-11-05,182.25,186.57,,,
cbsl,2020-11-06,182.33,186.63,,,
cbsl,2020-11-09,182.32,186.64,,,
cbsl,2020-11-10,182.34,186.66,,,
cbsl,2020-11-11,182.35,186.65,,,
cbsl,2020-11-12,182.4,186.7,,,
cbsl,2020-11-13,182.4,186.7,,,
cbsl,2020-11-16,182.5,186.8,,,
cbsl,2020-11-17,183.01,187.31,,,
cbsl,2020-11-18,183,187.32,,,
cbsl,2020-11-19,182.51,186.83,,,
cbsl,2020-11-20,182.91,187.11,,,
cbsl,2020-11-23,183.33,187.53,,,
cbsl,2020-11-24,183.17,187.39,,,
cbsl,2020-11-25,183.54,187.76,,,
cbsl,2020-11-26,183.58,187.78,,,
cbsl,2020-11-27,183.02,187.24,,,
cbsl,2020-11-30,183.33,187.55,,,
cbsl,2020-12-01,183.66,187.88,,,
cbsl,2020-12-02,183.79,187.99,,,
cbsl,2020-12-03,184.26,188.66,,,
cbsl,2020-12-04,183.9,188.3,,,
cbsl,2020-12-07,183.77,188.19,,,
cbsl,2020-12-08,184.1,188.52,,,
cbsl,2020-12-09,184.14,188.54,,,
cbsl,2020-12-10,183.64,188.06,,,
cbsl,2020-12-11,183.72,188.14,,,
cbsl,2020-12-14,184.57,188.97,,,
cbsl,2020-12-15,185.1,189.52,,,
cbsl,2020-12-16,185.23,189.83,,,
cbsl,2020-12-17,186.13,190.53,,,
cbsl,2020-12-18,185.41,190.13,,,
cbsl,2020-12-21,185.95,190.37,,,
cbsl,2020-12-22,186.8,191.2,,,
cbsl,2020-12-23,188.01,193.05,,,
cbsl,2020-12-24,189.08,194.66,,,
cbsl,2020-12-28,186.7,192.1,,,
cbsl,2020-12-30,185.2,190.02,,,
cbsl,2020-12-31,184.12,189.18,,,
cbsl,2021-01-01,184.98,189.8,,,
cbsl,2021-01-04,184.82,189.88,,,
cbsl,2021-01-05,187.6,191.9,,,
cbsl,2021-01-06,187.54,191.96,,,
cbsl,2021-01-07,187.1,191.77,,,
cbsl,2021-01-08,186.28,190.98,,,
cbsl,2021-01-11,188.05,192.47,,,
cbsl,2021-01-12,188.49,193.65,,,
cbsl,2021-01-13,190.33,194.07,,,
cbsl,2021-01-15,190.77,196.05,,,
cbsl,2021-01-18,191.6475,196.0262,,,
cbsl,2021-01-19,190.89,196.05,,,
cbsl,2021-01-20,192.8513,198.2647,,,
cbsl,2021-01-21,193.16,197.68,,,
cbsl,2021-01-22,194.3125,199.1875,,,
cbsl,2021-01-25,194.19,199.65,,,
cbsl,2021-01-26,192.4,198.8,,,
cbsl,2021-01-27,193.1921,198.2435,,,
cbsl,2021-01-29,189.6615,194.4435,,,
cbsl,2021-02-01,188.63,193.17,,,
cbsl,2021-02-02,190.4,195.5,,,
cbsl,2021-02-03,192.32,197.62,,,
cbsl,2021-02-05,191.59,196.03,,,
cbsl,2021-02-08,191.967,196.5069,,,
cbsl,2021-02-09,192.57,196.81,,,
cbsl,2021-02-10,192.23,197.45,,,
cbsl,2021-02-11,193.537,198.668,,,
cbsl,2021-02-12,191.2395,196.3655,,,
cbsl,2021-02-15,192.79,197.03,,,
cbsl,2021-02-16,193.2575,197.9775,,,
cbsl,2021-02-17,193.6565,198.9485,,,
cbsl,2021-02-18,193.3913,198.3847,,,
cbsl,2021-02-19,193.58,198.58,,,
cbsl,2021-02-22,193.13,197.53,,,
cbsl,2021-02-23,191.19,195.93,,,
cbsl,2021-02-24,192,196.4,,,
cbsl,2021-02-25,192.88,196.62,,,
cbsl,2021-03-01,192.01,197.05,,,
cbsl,2021-03-02,192.49,197.32,,,
cbsl,2021-03-03,193.99,198.32,,,
cbsl,2021-03-04,193.94,198.27,,,
cbsl,2021-03-05,194.01,198.34,,,
cbsl,2021-03-08,194.046,198.576,,,
cbsl,2021-03-09,194.354,198.682,,,
cbsl,2021-03-10,194.374,198.662,,,
cbsl,2021-03-12,194.444,198.874,,,
cbsl,2021-03-15,194.428,198.964,,,
cbsl,2021-03-16,195.28,200.06,,,
cbsl,2021-03-17,197.58,201.75,,,
cbsl,2021-03-18,195.3045,201.5005,,,
cbsl,2021-03-19,195.28,200.19,,,
cbsl,2021-03-22,195.3773,200.0401,,,
cbsl,2021-03-23,196.3948,200.8635,,,
cbsl,2021-03-24,196.9248,201.1935,,,
cbsl,2021-03-25,196.41,201.01,,,
cbsl,2021-03-26,196.72,201.6,,,
cbsl,2021-03-29,197.28,201.77,,,
cbsl,2021-03-30,196.83,201.93,,,
cbsl,2021-03-31,197.62,202.04,,,
cbsl,2021-04-01,197,202.1,,,
cbsl,2021-04-05,197.25,201.95,,,
cbsl,2021-04-06,198,202.7,,,
cbsl,2021-04-07,198.56,202.88,,,
cbsl,2021-04-08,199.21,203.5,,,
cbsl,2021-04-09,199.04,203.59,,,
cbsl,2021-04-12,199.15,203.73,,,
cbsl,2021-04-15,199.808,204.628,,,
cbsl,2021-04-16,195.72,201.28,,,
cbsl,2021-04-19,187.93,191.97,,,
cbsl,2021-04-20,190.2905,195.2145,,,
cbsl,2021-04-21,195.1,200.9,,,
cbsl,2021-04-22,193.4075,199.3925,,,
cbsl,2021-04-23,192.5105,198.4895,,,
cbsl,2021-04-27,194.3865,199.4185,,,
cbsl,2021-04-28,194.86,199.52,,,
cbsl,2021-04-29,196.11,199.87,,,
cbsl,2021-04-30,195.91,199.87,,,
cbsl,2021-05-03,195.73,199.89,,,
cbsl,2021-05-04,195.18,199.93,,,
cbsl,2021-05-05,195.0848,199.941,,,
cbsl,2021-05-06,196.7723,201.8788,,,
cbsl,2021-05-07,197.5503,201.8988,,,
cbsl,2021-05-10,197.598,201.948,,,
cbsl,2021-05-11,197.598,201.948,,,
cbsl,2021-05-12,197.818,201.948,,,
cbsl,2021-05-13,197.3841,202.282,,,
cbsl,2021-05-17,197.5023,202.8977,,,
cbsl,2021-05-18,198.2691,202.8494,,,
cbsl,2021-05-19,198.2989,202.8796,,,
cbsl,2021-05-20,198.1789,202.8796,,,
cbsl,2021-05-21,198.2989,202.8796,,,
cbsl,2021-05-24,197.9103,202.8896,,,
cbsl,2021-05-25,198.0303,202.8896,,,
cbsl,2021-05-28,197.9103,202.8896,,,
cbsl,2021-05-31,197.9103,202.8896,,,
cbsl,2021-06-01,198.0283,202.8877,,,
cbsl,2021-06-02,197.9103,202.8896,,,
cbsl,2021-06-03,197.8103,202.8896,,,
cbsl,2021-06-04,198.1303,202.8896,,,
cbsl,2021-06-07,197.8103,202.8896,,,
cbsl,2021-06-08,197.9283,202.8877,,,
cbsl,2021-06-09,197.9103,202.8896,,,
cbsl,2021-06-10,197.9103,202.8896,,,
cbsl,2021-06-11,198.1303,202.8896,,,
cbsl,2021-06-14,198.1103,202.8896,,,
cbsl,2021-06-15,197.9303,202.8896,,,
cbsl,2021-06-16,197.9303,202.8896,,,
cbsl,2021-06-17,198.0303,202.8896,,,
cbsl,2021-06-18,198.0303,202.8896,,,
cbsl,2021-06-21,197.9103,202.8896,,,
cbsl,2021-06-22,198.0303,202.8896,,,
cbsl,2021-06-23,197.9223,202.8977,,,
cbsl,2021-06-25,197.5223,202.8977,,,
cbsl,2021-06-28,197.3063,202.8977,,,
cbsl,2021-06-29,197.3063,202.8977,,,
cbsl,2021-06-30,197.3263,202.8977,,,
cbsl,2021-07-01,197.4023,202.8977,,,
cbsl,2021-07-02,198.2183,202.8977,,,
cbsl,2021-07-05,197.5023,202.8977,,,
cbsl,2021-07-06,197.8023,202.8977,,,
cbsl,2021-07-07,198.1183,202.8977,,,
cbsl,2021-07-08,197.9023,202.8977,,,
cbsl,2021-07-09,197.9023,202.8977,,,
cbsl,2021-07-12,198.2183,202.8977,,,
cbsl,2021-07-13,198.3183,202.8977,,,
cbsl,2021-07-14,197.9023,202.8977,,,
cbsl,2021-07-15,198.1183,202.8977,,,
cbsl,2021-07-16,198.1223,202.8977,,,
cbsl,2021-07-19,197.9023,202.8977,,,
cbsl,2021-07-20,197.9023,202.8977,,,
cbsl,2021-07-22,197.9223,202.8977,,,
cbsl,2021-07-26,197.9023,202.8977,,,
cbsl,2021-07-27,197.8023,202.8977,,,
cbsl,2021-07-28,197.9023,202.8977,,,
cbsl,2021-07-29,197.6023,202.8977,,,
cbsl,2021-07-30,198.3983,202.8977,,,
cbsl,2021-08-02,197.2063,202.8977,,,
cbsl,2021-08-03,198.0983,202.8977,,,
cbsl,2021-08-04,198.0983,202.8977,,,
cbsl,2021-08-05,198.3183,202.8977,,,
cbsl,2021-08-06,198.3183,202.8977,,,
cbsl,2021-08-09,197.8023,202.8977,,,
cbsl,2021-08-10,198.1983,202.8977,,,
cbsl,2021-08-11,198.2983,202.8977,,,
cbsl,2021-08-12,197.6023,202.8977,,,
cbsl,2021-08-13,198.5983,202.8977,,,
cbsl,2021-08-16,198.3983,202.8977,,,
cbsl,2021-08-17,198.1983,202.8977,,,
cbsl,2021-08-18,198.3983,202.8977,,,
cbsl,2021-08-19,197.8983,202.8977,,,
cbsl,2021-08-20,198.1983,202.8977,,,
cbsl,2021-08-23,197.9023,202.8977,,,
cbsl,2021-08-24,197.9023,202.8977,,,
cbsl,2021-08-25,197.9023,202.8977,,,
cbsl,2021-08-26,197.9023,202.8977,,,
cbsl,2021-08-27,198.1023,202.8977,,,
cbsl,2021-08-30,197.9023,202.8977,,,
cbsl,2021-08-31,198.9023,204.8977,,,
cbsl,2021-09-01,198.8649,203.8701,,,
cbsl,2021-09-02,198.5008,202.9992,,,
cbsl,2021-09-03,198.5008,202.9992,,,
cbsl,2021-09-06,198.5,203,,,
cbsl,2021-09-07,198.5008,202.9992,,,
cbsl,2021-09-08,198.5008,202.9992,,,
cbsl,2021-09-09,198.5008,202.9992,,,
cbsl,2021-09-10,198.5008,202.9992,,,
cbsl,2021-09-13,198.5008,202.9992,,,
cbsl,2021-09-14,198.5008,202.9992,,,
cbsl,2021-09-15,198.5008,202.9992,,,
cbsl,2021-09-16,198.5008,202.9992,,,
cbsl,2021-09-17,198.5008,202.9992,,,
cbsl,2021-09-21,198.5008,202.9992,,,
cbsl,2021-09-22,198.5008,202.9992,,,
cbsl,2021-09-23,198.5008,202.9992,,,
cbsl,2021-09-24,198.5008,202.9992,,,
cbsl,2021-09-27,198.5008,202.9992,,,
cbsl,2021-09-28,198.5008,202.9992,,,
cbsl,2021-09-29,198.5008,202.9992,,,
cbsl,2021-09-30,198.5008,202.9992,,,
cbsl,2021-10-01,198.5008,202.9992,,,
cbsl,2021-10-04,198.5008,202.9992,,,
cbsl,2021-10-05,198.5008,202.9992,,,
cbsl,2021-10-06,198.5008,202.9992,,,
cbsl,2021-10-07,198.5008,202.9992,,,
cbsl,2021-10-08,198.5008,202.9992,,,
cbsl,2021-10-11,198.5008,202.9992,,,
cbsl,2021-10-12,198.5008,202.9992,,,
cbsl,2021-10-13,198.5008,202.9992,,,
cbsl,2021-10-14,198.5008,202.9992,,,
cbsl,2021-10-15,198.5008,202.9992,,,
cbsl,2021-10-18,198.5008,202.9992,,,
